1,184,joao edison,7/11/23,0:21
1,182,nome,11/11/23,0:15
1,171,nome,11/11/23,0:19
1,160,joao edison roso,7/11/23,0:20
1,142,nome,12/11/23,0:17
1,102,nome,12/11/23,0:17
1,98,nome,6/11/23,0:15
1,24,nome,12/11/23,0:16
0,-7,joao edison roso,7/11/23,0:1
